Time (s),Sample #,Amplitude
6.941,1568,-7
6.941,1569,-7
6.941,1570,-7
6.942,1571,-7
6.942,1572,-7
6.963,1573,-7
6.963,1574,-7
6.963,1575,-7
6.963,1576,-7
6.963,1577,-7
6.982,1578,-7
6.982,1579,-6
6.982,1580,-6
6.982,1581,-6
6.982,1582,-6
7.004,1583,-6
7.004,1584,-6
7.004,1585,-6
7.004,1586,-6
7.004,1587,-6
7.019,1588,-6
7.019,1589,-6
7.019,1590,-6
7.019,1591,-5
7.019,1592,-5
7.043,1593,-5
7.043,1594,-5
7.043,1595,-5
7.043,1596,-5
7.043,1597,-5
7.064,1598,-5
7.064,1599,-6
7.064,1600,-6
7.064,1601,-5
7.064,1602,-5
7.090,1603,-5
7.090,1604,-5
7.090,1605,-5
7.090,1606,-5
7.090,1607,-5
7.112,1608,-5
7.112,1609,-5
7.112,1610,-5
7.112,1611,-4
7.112,1612,-4
7.131,1613,-3
7.131,1614,-2
7.131,1615,0
7.131,1616,0
7.131,1617,2
7.131,1618,3
7.152,1619,5
7.152,1620,8
7.153,1621,13
7.153,1622,20
7.153,1623,27
7.170,1624,34
7.170,1625,40
7.170,1626,44
7.170,1627,46
7.170,1628,46
7.189,1629,45
7.190,1630,41
7.190,1631,36
7.190,1632,31
7.190,1633,26
7.212,1634,20
7.212,1635,15
7.212,1636,9
7.212,1637,4
7.212,1638,1
7.212,1639,-2
7.231,1640,-5
7.231,1641,-9
7.231,1642,-11
7.231,1643,-14
7.250,1644,-16
7.250,1645,-17
7.250,1646,-20
7.250,1647,-21
7.272,1648,-22
7.272,1649,-23
7.272,1650,-26
7.272,1651,-34
7.290,1652,-47
7.290,1653,-63
7.290,1654,-78
7.290,1655,-82
7.330,1656,-63
7.330,1657,-17
7.330,1658,41
7.330,1659,113
7.340,1660,163
7.340,1661,174
7.340,1662,147
7.340,1663,83
7.340,1664,9
7.363,1665,-49
7.363,1666,-85
7.363,1667,-99
7.363,1668,-103
7.382,1669,-101
7.382,1670,-101
7.382,1671,-100
7.400,1672,-99
7.400,1673,-97
7.400,1674,-94
7.400,1675,-90
7.423,1676,-87
7.423,1677,-84
7.423,1678,-80
7.423,1679,-76
7.440,1680,-72
7.440,1681,-68
7.440,1682,-64
7.440,1683,-61
7.460,1684,-58
7.460,1685,-54
7.460,1686,-51
7.460,1687,-48
7.484,1688,-45
7.484,1689,-41
7.484,1690,-38
7.484,1691,-35
7.500,1692,-33
7.500,1693,-30
7.500,1694,-27
7.500,1695,-23
7.520,1696,-19
7.520,1697,-16
7.520,1698,-11
7.520,1699,-8
7.520,1700,-2
7.550,1701,3
7.550,1702,5
7.550,1703,10
7.550,1704,11
7.550,1705,12
7.572,1706,17
7.572,1707,18
7.572,1708,22
7.572,1709,25
7.572,1710,24
7.592,1711,26
7.592,1712,25
7.592,1713,23
7.592,1714,22
7.592,1715,21
7.610,1716,20
7.610,1717,17
7.610,1718,15
7.610,1719,12
7.610,1720,8
7.610,1721,6
7.630,1722,3
7.630,1723,0
7.630,1724,-1
7.630,1725,-4
7.630,1726,-6
7.651,1727,-8
7.651,1728,-10
7.651,1729,-11
7.651,1730,-13
7.670,1731,-14
7.670,1732,-15
7.670,1733,-16
7.670,1734,-17
7.697,1735,-18
7.698,1736,-18
7.698,1737,-18
7.698,1738,-17
7.710,1739,-17
7.710,1740,-15
7.710,1741,-14
7.710,1742,-14
7.733,1743,-12
7.733,1744,-11
7.733,1745,-10
7.733,1746,-8
7.733,1747,-7
7.750,1748,-6
7.750,1749,-5
7.750,1750,-3
7.750,1751,-2
7.750,1752,-1
7.786,1753,-1
7.786,1754,0
7.786,1755,0
7.786,1756,0
7.786,1757,0
7.786,1758,0
7.800,1759,1
7.800,1760,1
7.800,1761,1
7.800,1762,2
7.800,1763,2
7.800,1764,2
7.800,1765,1
7.820,1766,1
7.820,1767,1
7.820,1768,1
7.820,1769,5
7.820,1770,4
7.820,1771,7
7.844,1772,6
7.844,1773,5
7.844,1774,8
7.844,1775,8
7.844,1776,10
7.844,1777,9
7.844,1778,8
7.861,1779,10
7.862,1780,9
7.862,1781,11
7.862,1782,10
7.862,1783,9
7.880,1784,12
7.880,1785,11
7.880,1786,12
7.880,1787,10
7.880,1788,8
7.903,1789,10
7.903,1790,9
7.903,1791,11
7.903,1792,9
7.903,1793,8
7.903,1794,10
7.922,1795,9
7.922,1796,11
7.922,1797,10
7.922,1798,9
7.922,1799,11
7.922,1800,10
7.942,1801,11
7.942,1802,9
7.942,1803,7
7.942,1804,8
7.942,1805,7
7.942,1806,8
7.969,1807,7
7.970,1808,6
7.970,1809,8
7.970,1810,7
7.970,1811,8
7.970,1812,6
7.970,1813,5
7.990,1814,5
7.990,1815,4
7.990,1816,4
7.990,1817,4
7.990,1818,3
7.990,1819,2
8.022,1820,1
8.022,1821,0
8.022,1822,0
8.022,1823,1
8.022,1824,3
8.022,1825,4
8.022,1826,5
8.040,1827,6
8.040,1828,8
8.040,1829,14
8.040,1830,17
8.040,1831,25
8.059,1832,30
8.059,1833,36
8.059,1834,45
8.059,1835,50
8.059,1836,56
8.093,1837,57
8.093,1838,56
8.093,1839,56
8.093,1840,51
8.093,1841,48
8.109,1842,41
8.109,1843,34
8.109,1844,26
8.109,1845,19
8.109,1846,12
8.109,1847,6
8.132,1848,1
8.132,1849,-2
8.132,1850,-6
8.132,1851,-9
8.132,1852,-12
8.151,1853,-15
8.151,1854,-18
8.151,1855,-20
8.151,1856,-22
8.172,1857,-24
8.172,1858,-25
8.172,1859,-27
8.172,1860,-31
8.191,1861,-38
8.191,1862,-50
8.191,1863,-65
8.191,1864,-80
8.212,1865,-87
8.212,1866,-76
8.212,1867,-34
8.212,1868,21
8.229,1869,94
8.229,1870,160
8.230,1871,217
8.230,1872,266
8.250,1873,288
8.250,1874,277
8.250,1875,229
8.250,1876,153
8.285,1877,71
8.285,1878,1
8.285,1879,-48
8.285,1880,-79
8.285,1881,-94
8.299,1882,-99
8.299,1883,-99
8.299,1884,-99
8.319,1885,-101
8.319,1886,-102
8.319,1887,-102
8.319,1888,-99
8.340,1889,-94
8.340,1890,-87
8.340,1891,-85
8.340,1892,-81
8.361,1893,-79
8.361,1894,-76
8.361,1895,-70
8.361,1896,-67
8.382,1897,-62
8.382,1898,-61
8.382,1899,-60
8.382,1900,-58
8.403,1901,-55
8.403,1902,-52
8.403,1903,-49
8.403,1904,-48
8.419,1905,-46
8.419,1906,-44
8.419,1907,-42
8.419,1908,-39
8.442,1909,-36
8.442,1910,-32
8.442,1911,-28
8.442,1912,-24
8.459,1913,-19
8.459,1914,-15
8.459,1915,-11
8.459,1916,-8
8.479,1917,-6
8.479,1918,-5
8.479,1919,-4
8.479,1920,-3
8.479,1921,-1
8.479,1922,0
8.511,1923,2
8.511,1924,3
8.511,1925,3
8.511,1926,3
8.511,1927,2
8.511,1928,0
8.530,1929,0
8.530,1930,-1
8.530,1931,-2
8.530,1932,-4
8.530,1933,-7
8.549,1934,-11
8.550,1935,-15
8.550,1936,-18
8.550,1937,-19
8.571,1938,-20
8.571,1939,-21
8.571,1940,-22
8.572,1941,-24
8.589,1942,-27
8.589,1943,-30
8.589,1944,-32
8.589,1945,-34
8.610,1946,-34
8.610,1947,-35
8.610,1948,-36
8.610,1949,-35
8.630,1950,-35
8.630,1951,-31
8.630,1952,-31
8.630,1953,-27
8.649,1954,-26
8.649,1955,-25
8.649,1956,-23
8.649,1957,-21
8.670,1958,-19
8.670,1959,-18
8.670,1960,-17
8.670,1961,-15
8.692,1962,-14
8.692,1963,-12
8.692,1964,-10
8.692,1965,-7
8.692,1966,-6
8.722,1967,-6
8.722,1968,-7
8.722,1969,-8
8.722,1970,-8
8.722,1971,-8
8.742,1972,-7
8.742,1973,-7
8.742,1974,-7
8.742,1975,-7
8.742,1976,-6
8.761,1977,-6
8.761,1978,-5
8.761,1979,-5
8.761,1980,-4
8.761,1981,-2
8.780,1982,-1
8.780,1983,0
8.780,1984,0
8.780,1985,0
8.780,1986,0
8.780,1987,0
8.800,1988,0
8.800,1989,-1
8.800,1990,-1
8.800,1991,0
8.800,1992,1
8.800,1993,2
8.820,1994,2
8.821,1995,0
8.821,1996,0
8.821,1997,0
8.821,1998,1
8.821,1999,1
8.821,2000,1
8.839,2001,1
8.839,2002,1
8.839,2003,0
8.839,2004,0
8.839,2005,0
8.839,2006,0
8.864,2007,2
8.864,2008,3
8.864,2009,5
8.864,2010,7
8.864,2011,10
8.864,2012,13
8.880,2013,15
8.880,2014,17
8.880,2015,21
8.880,2016,27
8.880,2017,34
8.899,2018,41
8.899,2019,48
8.899,2020,54
8.900,2021,58
8.900,2022,59
8.920,2023,57
8.920,2024,53
8.920,2025,48
8.920,2026,43
8.920,2027,36
8.954,2028,29
8.954,2029,21
8.954,2030,13
8.954,2031,7
8.954,2032,1
8.954,2033,-3
8.977,2034,-8
8.977,2035,-13
8.978,2036,-18
8.978,2037,-22
8.995,2038,-25
8.995,2039,-26
8.995,2040,-27
8.995,2041,-29
9.014,2042,-31
9.014,2043,-34
9.014,2044,-38
9.014,2045,-42
9.034,2046,-50
9.034,2047,-60
9.034,2048,-73
9.034,2049,-79
9.052,2050,-70
9.053,2051,-35
9.053,2052,18
9.053,2053,84
9.073,2054,152
9.073,2055,211
9.073,2056,249
9.073,2057,257
9.092,2058,239
9.092,2059,195
9.092,2060,141
9.092,2061,83
9.092,2062,22
9.110,2063,-38
9.110,2064,-89
9.110,2065,-124
9.134,2066,-141
9.134,2067,-146
9.134,2068,-143
9.134,2069,-138
9.163,2070,-131
9.163,2071,-123
9.163,2072,-117
9.181,2073,-111
9.181,2074,-107
9.181,2075,-100
9.199,2076,-95
9.199,2077,-86
9.199,2078,-81
9.199,2079,-75
9.220,2080,-69
9.220,2081,-65
9.220,2082,-62
9.220,2083,-61
9.240,2084,-60
9.240,2085,-59
9.240,2086,-58
9.240,2087,-56
9.259,2088,-54
9.259,2089,-52
9.259,2090,-50
9.260,2091,-47
9.281,2092,-44
9.281,2093,-42
9.281,2094,-39
9.281,2095,-35
9.300,2096,-33
9.300,2097,-31
9.300,2098,-28
9.300,2099,-26
9.321,2100,-22
9.321,2101,-19
9.321,2102,-16
9.321,2103,-12
9.321,2104,-9
9.341,2105,-8
9.341,2106,-9
9.341,2107,-10
9.341,2108,-11
9.362,2109,-13
9.362,2110,-15
9.362,2111,-15
9.362,2112,-16
9.394,2113,-15
9.394,2114,-17
9.394,2115,-20
9.394,2116,-22
9.420,2117,-23
9.420,2118,-23
9.420,2119,-23
9.420,2120,-24
9.430,2121,-26
9.430,2122,-28
9.430,2123,-29
9.430,2124,-30
9.450,2125,-29
9.450,2126,-28
9.450,2127,-27
9.450,2128,-27
9.472,2129,-28
9.472,2130,-26
9.472,2131,-23
9.472,2132,-19
9.490,2133,-18
9.490,2134,-19
9.490,2135,-22
9.490,2136,-25
9.510,2137,-25
9.510,2138,-22
9.510,2139,-19
9.510,2140,-16
9.540,2141,-14
9.540,2142,-15
9.540,2143,-15
9.540,2144,-16
9.551,2145,-16
9.551,2146,-14
9.551,2147,-10
9.551,2148,-9
9.570,2149,-9
9.570,2150,-10
9.570,2151,-10
9.570,2152,-9
9.570,2153,-7
9.592,2154,-3
9.592,2155,0
9.592,2156,7
9.592,2157,13
9.592,2158,23
9.619,2159,28
9.619,2160,34
9.619,2161,38
9.619,2162,42
9.619,2163,51
9.640,2164,60
9.640,2165,71
9.640,2166,78
9.640,2167,82
9.640,2168,87
9.661,2169,87
9.661,2170,88
9.662,2171,86
9.662,2172,81
9.662,2173,76
9.680,2174,68
9.680,2175,60
9.680,2176,49
9.680,2177,39
9.680,2178,32
9.702,2179,25
9.702,2180,21
9.702,2181,15
9.702,2182,8
9.702,2183,4
9.702,2184,0
9.721,2185,-1
9.721,2186,-3
9.721,2187,-5
9.721,2188,-7
9.721,2189,-8
9.740,2190,-6
9.740,2191,-9
9.740,2192,-13
9.740,2193,-23
9.760,2194,-33
9.760,2195,-37
9.760,2196,-33
9.760,2197,-9
9.760,2198,33
9.781,2199,88
9.781,2200,153
9.781,2201,212
9.781,2202,249
9.804,2203,260
9.804,2204,253
9.804,2205,216
9.804,2206,169
9.832,2207,110
9.832,2208,47
9.832,2209,-7
9.832,2210,-41
9.855,2211,-56
9.855,2212,-56
9.855,2213,-49
9.855,2214,-45
9.870,2215,-42
9.870,2216,-40
9.870,2217,-37
9.870,2218,-30
9.890,2219,-24
9.890,2220,-19
9.891,2221,-14
9.891,2222,-10
9.891,2223,-6
9.913,2224,-2
9.913,2225,1
9.913,2226,4
9.913,2227,8
9.913,2228,12
9.932,2229,16
9.932,2230,20
9.932,2231,23
9.932,2232,25
9.932,2233,27
9.950,2234,29
9.950,2235,31
9.950,2236,34
9.950,2237,36
9.950,2238,39
9.971,2239,41
9.971,2240,43
9.974,2241,45
9.974,2242,48
9.974,2243,51
9.992,2244,54
9.992,2245,56
9.992,2246,58
9.992,2247,59
9.992,2248,60
10.010,2249,60
10.010,2250,61
10.010,2251,62
10.010,2252,65
10.010,2253,65
10.034,2254,68
10.034,2255,69
10.034,2256,70
10.034,2257,74
10.034,2258,76
10.063,2259,80
10.063,2260,81
10.063,2261,81
10.063,2262,83
10.063,2263,82
10.081,2264,84
10.081,2265,83
10.081,2266,82
10.081,2267,81
10.081,2268,80
10.106,2269,80
10.106,2270,80
10.106,2271,81
10.106,2272,80
10.106,2273,78
10.123,2274,77
10.123,2275,75
10.123,2276,75
10.123,2277,74
10.123,2278,74
10.140,2279,73
10.140,2280,73
10.140,2281,74
10.140,2282,74
10.140,2283,77
10.160,2284,77
10.160,2285,80
10.160,2286,79
10.160,2287,78
10.160,2288,77
10.180,2289,75
10.180,2290,75
10.180,2291,73
10.180,2292,71
10.180,2293,73
10.202,2294,72
10.202,2295,73
10.202,2296,72
10.202,2297,71
10.202,2298,70
10.219,2299,70
10.219,2300,70
10.219,2301,69
10.219,2302,67
10.219,2303,66
10.240,2304,65
10.240,2305,64
10.240,2306,63
10.240,2307,61
10.240,2308,60
10.262,2309,59
10.262,2310,59
10.262,2311,58
10.262,2312,58
10.262,2313,56
10.290,2314,58
10.290,2315,57
10.290,2316,59
10.290,2317,58
10.290,2318,56
10.313,2319,57
10.313,2320,56
10.313,2321,57
10.313,2322,56
10.313,2323,55
10.334,2324,57
10.334,2325,55
10.334,2326,55
10.334,2327,52
10.334,2328,50
10.350,2329,49
10.350,2330,48
10.350,2331,46
10.350,2332,44
10.350,2333,42
10.370,2334,42
10.370,2335,43
10.370,2336,44
10.370,2337,46
10.370,2338,48
10.395,2339,49
10.395,2340,50
10.395,2341,52
10.395,2342,55
10.395,2343,60
10.409,2344,66
10.409,2345,75
10.409,2346,80
10.409,2347,87
10.409,2348,89
10.433,2349,91
10.433,2350,94
10.433,2351,93
10.433,2352,92
10.433,2353,86
10.453,2354,77
10.453,2355,71
10.453,2356,60
10.453,2357,52
10.453,2358,41
10.469,2359,30
10.469,2360,21
10.469,2361,13
10.469,2362,7
10.469,2363,1
10.469,2364,-4
10.490,2365,-9
10.490,2366,-13
10.490,2367,-17
10.490,2368,-21
10.519,2369,-24
10.519,2370,-27
10.519,2371,-31
10.519,2372,-37
10.539,2373,-39
10.539,2374,-32
10.539,2375,-2
10.539,2376,43
10.560,2377,102
10.560,2378,163
10.560,2379,216
10.560,2380,262
10.582,2381,294
10.582,2382,295
10.582,2383,262
10.582,2384,194
10.599,2385,106
10.599,2386,19
10.599,2387,-29
10.599,2388,-69
10.599,2389,-76
10.620,2390,-82
10.620,2391,-88
10.620,2392,-92
10.620,2393,-93
10.644,2394,-93
10.644,2395,-92
10.644,2396,-91
10.644,2397,-91
10.659,2398,-89
10.659,2399,-90
10.659,2400,-87
10.659,2401,-86
10.681,2402,-84
10.681,2403,-83
10.681,2404,-81
10.681,2405,-80
10.704,2406,-79
10.704,2407,-76
10.704,2408,-73
10.704,2409,-72
10.732,2410,-71
10.732,2411,-70
10.732,2412,-68
10.732,2413,-66
10.750,2414,-64
10.750,2415,-61
10.750,2416,-58
10.750,2417,-54
10.769,2418,-51
10.769,2419,-49
10.769,2420,-47
10.769,2421,-46
10.790,2422,-43
10.790,2423,-41
10.790,2424,-39
10.790,2425,-37
10.810,2426,-36
10.810,2427,-35
10.810,2428,-34
10.810,2429,-33
10.829,2430,-34
10.829,2431,-34
10.829,2432,-34
10.829,2433,-35
10.850,2434,-35
10.850,2435,-35
10.850,2436,-36
10.850,2437,-38
10.870,2438,-40
10.870,2439,-42
10.870,2440,-45
10.870,2441,-47
10.889,2442,-50
10.889,2443,-52
10.889,2444,-54
10.889,2445,-56
10.910,2446,-58
10.910,2447,-58
10.910,2448,-58
10.910,2449,-58
10.931,2450,-59
10.931,2451,-56
10.931,2452,-56
10.931,2453,-52
10.959,2454,-51
10.959,2455,-51
10.959,2456,-48
10.959,2457,-48
10.980,2458,-45
10.980,2459,-45
10.980,2460,-44
10.980,2461,-42
11.001,2462,-41
11.001,2463,-39
11.001,2464,-37
11.001,2465,-36
11.019,2466,-34
11.019,2467,-34
11.019,2468,-35
11.019,2469,-37
11.039,2470,-37
11.039,2471,-37
11.039,2472,-37
11.040,2473,-36
11.065,2474,-37
11.065,2475,-37
11.065,2476,-37
11.065,2477,-36
11.079,2478,-35
11.079,2479,-34
11.079,2480,-34
11.079,2481,-33
11.104,2482,-33
11.104,2483,-32
11.104,2484,-32
11.104,2485,-31
11.120,2486,-32
11.120,2487,-32
11.120,2488,-32
11.120,2489,-32
11.141,2490,-32
11.141,2491,-31
11.141,2492,-30
11.141,2493,-28
11.160,2494,-28
11.160,2495,-27
11.160,2496,-28
11.160,2497,-29
11.192,2498,-26
11.193,2499,-24
11.193,2500,-19
11.193,2501,-16
11.217,2502,-13
11.217,2503,-7
11.217,2504,0
11.217,2505,11
11.217,2506,21
11.234,2507,29
11.234,2508,35
11.234,2509,37
11.234,2510,39
11.234,2511,39
11.254,2512,38
11.254,2513,37
11.254,2514,31
11.254,2515,26
11.254,2516,19
11.272,2517,11
11.272,2518,3
11.272,2519,-3
11.272,2520,-9
11.272,2521,-14
11.291,2522,-19
11.291,2523,-24
11.291,2524,-29
11.291,2525,-34
11.315,2526,-38
11.315,2527,-41
11.315,2528,-43
11.315,2529,-46
11.329,2530,-49
11.329,2531,-51
11.329,2532,-55
11.329,2533,-49
11.350,2534,-28
11.350,2535,16
11.350,2536,73
11.350,2537,140
11.371,2538,198
11.371,2539,249
11.371,2540,291
11.374,2541,299
11.389,2542,276
11.389,2543,215
11.389,2544,131
11.389,2545,51
11.423,2546,-15
11.423,2547,-56
11.423,2548,-79
11.423,2549,-87
11.442,2550,-90
11.442,2551,-90
11.442,2552,-90
11.442,2553,-91
11.462,2554,-89
11.462,2555,-88
11.462,2556,-88
11.462,2557,-86
11.480,2558,-84
11.480,2559,-80
11.480,2560,-76
11.480,2561,-72
11.504,2562,-70
11.504,2563,-68
11.504,2564,-65
11.504,2565,-63
11.519,2566,-61
11.519,2567,-59
11.519,2568,-58
11.519,2569,-55
11.540,2570,-52
11.540,2571,-48
11.540,2572,-44
11.540,2573,-40
11.561,2574,-37
11.561,2575,-33
11.561,2576,-30
11.561,2577,-28
11.580,2578,-25
11.580,2579,-22
11.580,2580,-18
11.580,2581,-14
11.602,2582,-12
11.602,2583,-9
11.602,2584,-6
11.603,2585,-4
11.603,2586,0
11.603,2587,1
11.630,2588,1
11.630,2589,2
11.630,2590,2
11.630,2591,3
11.630,2592,3
11.630,2593,2
11.650,2594,2
11.650,2595,0
11.650,2596,-2
11.650,2597,-5
11.650,2598,-7
11.650,2599,-9
11.682,2600,-12
11.682,2601,-14
11.682,2602,-15
11.682,2603,-17
11.693,2604,-17
11.693,2605,-19
11.693,2606,-21
11.693,2607,-23
11.712,2608,-25
11.712,2609,-26
11.712,2610,-27
11.712,2611,-27
11.735,2612,-28
11.735,2613,-29
11.735,2614,-27
11.735,2615,-26
11.750,2616,-24
11.750,2617,-24
11.750,2618,-24
11.750,2619,-23
11.770,2620,-23
11.770,2621,-22
11.770,2622,-21
11.770,2623,-20
11.793,2624,-19
11.793,2625,-17
11.793,2626,-15
11.793,2627,-13
11.810,2628,-11
11.810,2629,-9
11.810,2630,-8
11.810,2631,-8
11.831,2632,-8
11.831,2633,-7
11.831,2634,-6
11.831,2635,-5
11.831,2636,-3
11.860,2637,-2
11.860,2638,-3
11.860,2639,-3
11.860,2640,-4
11.860,2641,-5
11.880,2642,-5
11.880,2643,-6
11.880,2644,-5
11.880,2645,-5
11.880,2646,-4
11.900,2647,-3
11.900,2648,-3
11.900,2649,-3
11.900,2650,-5
11.900,2651,-6
11.919,2652,-7
11.919,2653,-7
11.919,2654,-8
11.919,2655,-9
11.919,2656,-10
11.939,2657,-12
11.940,2658,-13
11.940,2659,-14
11.940,2660,-14
11.960,2661,-14
11.961,2662,-13
11.961,2663,-12
11.961,2664,-12
11.980,2665,-11
11.980,2666,-11
11.980,2667,-11
11.980,2668,-11
12.000,2669,-12
12.000,2670,-13
12.000,2671,-15
12.000,2672,-15
12.020,2673,-14
12.020,2674,-13
12.020,2675,-12
12.020,2676,-12
12.052,2677,-12
12.052,2678,-11
12.052,2679,-11
12.052,2680,-11
12.059,2681,-11
12.060,2682,-11
12.060,2683,-10
12.060,2684,-9
12.093,2685,-7
12.093,2686,-5
12.093,2687,-5
12.093,2688,-6
12.093,2689,-6
12.112,2690,-6
12.112,2691,-4
12.112,2692,-2
12.112,2693,0
12.112,2694,2
12.112,2695,4
12.130,2696,5
12.130,2697,6
12.130,2698,6
12.130,2699,8
12.130,2700,12
12.131,2701,19
12.155,2702,27
12.155,2703,34
12.155,2704,40
12.155,2705,43
12.155,2706,46
12.170,2707,48
12.170,2708,47
12.170,2709,45
12.170,2710,41
12.170,2711,36
12.189,2712,31
12.189,2713,24
12.189,2714,17
12.189,2715,9
12.189,2716,2
12.189,2717,-2
12.215,2718,-7
12.215,2719,-12
12.215,2720,-17
12.215,2721,-21
12.233,2722,-24
12.233,2723,-28
12.233,2724,-30
12.233,2725,-33
12.250,2726,-35
12.250,2727,-35
12.250,2728,-36
12.250,2729,-38
12.274,2730,-42
12.275,2731,-49
12.275,2732,-47
12.275,2733,-32
12.289,2734,10
12.289,2735,65
12.289,2736,134
12.289,2737,194
12.322,2738,246
12.322,2739,285
12.322,2740,292
12.322,2741,267
12.346,2742,206
12.346,2743,124
12.346,2744,71
12.346,2745,19
12.347,2746,3
12.363,2747,-11
12.363,2748,-25
12.363,2749,-36
12.363,2750,-43
12.384,2751,-48
12.384,2752,-51
12.384,2753,-55
12.384,2754,-58
12.404,2755,-61
12.404,2756,-63
12.404,2757,-63
12.404,2758,-63
12.420,2759,-62
12.420,2760,-62
12.420,2761,-61
12.420,2762,-60
12.444,2763,-58
12.445,2764,-55
12.445,2765,-54
12.445,2766,-52
12.461,2767,-51
12.461,2768,-50
12.461,2769,-48
12.461,2770,-45
12.482,2771,-41
12.482,2772,-37
12.482,2773,-33
12.482,2774,-30
12.500,2775,-27
12.500,2776,-24
12.500,2777,-22
12.500,2778,-19
12.529,2779,-16
12.529,2780,-13
12.529,2781,-10
12.529,2782,-8
12.552,2783,-5
12.552,2784,-3
12.552,2785,-3
12.552,2786,-2
12.552,2787,-1
12.552,2788,0
12.570,2789,0
12.570,2790,0
12.570,2791,1
12.570,2792,2
12.570,2793,2
12.570,2794,3
12.590,2795,2
12.590,2796,0
12.590,2797,0
12.590,2798,-3
12.590,2799,-5
12.590,2800,-7
12.610,2801,-10
12.610,2802,-11
12.610,2803,-13
12.610,2804,-14
12.635,2805,-15
12.635,2806,-17
12.635,2807,-18
12.635,2808,-19
12.649,2809,-19
12.649,2810,-20
12.649,2811,-21
12.649,2812,-22
12.681,2813,-22
12.682,2814,-21
12.682,2815,-21
12.682,2816,-20
12.692,2817,-19
12.692,2818,-17
12.692,2819,-15
12.693,2820,-15
12.710,2821,-13
12.710,2822,-12
12.710,2823,-10
12.710,2824,-8
12.729,2825,-7
12.729,2826,-5
12.729,2827,-3
12.729,2828,-2
12.729,2829,0
12.729,2830,0
12.764,2831,0
12.764,2832,1
12.764,2833,2
12.764,2834,2
12.764,2835,3
12.764,2836,3
12.790,2837,3
12.790,2838,3
12.790,2839,3
12.790,2840,2
12.790,2841,1
12.790,2842,1
12.790,2843,2
12.800,2844,3
12.800,2845,3
12.800,2846,3
12.800,2847,2
12.800,2848,2
12.800,2849,1
12.800,2850,0
12.825,2851,0
12.825,2852,0
12.825,2853,1
12.825,2854,2
12.825,2855,2
12.825,2856,2
12.839,2857,2
12.839,2858,2
12.839,2859,1
12.839,2860,1
12.839,2861,0
12.839,2862,0
12.839,2863,1
12.872,2864,1
12.872,2865,2
12.872,2866,3
12.872,2867,4
12.872,2868,4
12.872,2869,3
12.872,2870,2
12.889,2871,2
12.889,2872,2
12.889,2873,3
12.889,2874,4
12.889,2875,3
12.889,2876,2
12.920,2877,1
12.920,2878,0
12.920,2879,1
12.920,2880,1
12.920,2881,2
12.920,2882,2
12.920,2883,2
12.949,2884,1
12.949,2885,1
12.949,2886,1
12.949,2887,0
12.949,2888,1
12.949,2889,0
12.949,2890,0
12.969,2891,0
12.969,2892,0
12.969,2893,0
12.969,2894,0
12.969,2895,0
12.969,2896,-1
13.000,2897,0
13.000,2898,0
13.000,2899,0
13.000,2900,0
13.001,2901,0
13.001,2902,0
13.001,2903,0
13.024,2904,-1
13.024,2905,-1
13.025,2906,-1
13.025,2907,0
13.025,2908,0
13.050,2909,0
13.050,2910,1
13.050,2911,4
13.050,2912,6
13.050,2913,9
13.050,2914,11
13.069,2915,13
13.069,2916,18
13.069,2917,24
13.069,2918,31
13.069,2919,37
13.092,2920,43
13.092,2921,48
13.092,2922,52
13.092,2923,55
13.092,2924,55
13.110,2925,53
13.110,2926,50
13.110,2927,45
13.110,2928,40
13.110,2929,33
13.135,2930,25
13.135,2931,17
13.135,2932,9
13.135,2933,2
13.135,2934,-3
13.135,2935,-8
13.150,2936,-13
13.150,2937,-17
13.150,2938,-20
13.150,2939,-24
13.182,2940,-27
13.183,2941,-29
13.183,2942,-30
13.183,2943,-31
13.199,2944,-33
13.200,2945,-36
13.200,2946,-41
13.200,2947,-49
13.220,2948,-59
13.220,2949,-71
13.220,2950,-83
13.220,2951,-88
13.243,2952,-77
13.243,2953,-40
13.243,2954,12
13.243,2955,79
13.260,2956,146
13.260,2957,205
13.260,2958,255
13.260,2959,281
13.280,2960,276
13.280,2961,234
13.280,2962,162
13.280,2963,77
13.280,2964,-3
13.305,2965,-69
13.305,2966,-114
13.305,2967,-137
13.320,2968,-143
13.320,2969,-142
13.320,2970,-135
13.344,2971,-129
13.344,2972,-123
13.344,2973,-116
13.344,2974,-111
13.365,2975,-106
13.365,2976,-102
