Time (s),Sample #,Amplitude
51.922,11623,-58
51.922,11624,-55
51.922,11625,-52
51.941,11626,-48
51.941,11627,-45
51.941,11628,-41
51.941,11629,-38
51.960,11630,-36
51.960,11631,-33
51.960,11632,-30
51.960,11633,-27
51.980,11634,-24
51.980,11635,-22
51.980,11636,-19
51.980,11637,-16
52.000,11638,-15
52.000,11639,-13
52.000,11640,-12
52.001,11641,-11
52.019,11642,-10
52.019,11643,-9
52.019,11644,-8
52.019,11645,-7
52.019,11646,-6
52.041,11647,-5
52.041,11648,-4
52.041,11649,-4
52.041,11650,-3
52.041,11651,-3
52.059,11652,-4
52.059,11653,-5
52.059,11654,-6
52.059,11655,-8
52.059,11656,-9
52.084,11657,-10
52.084,11658,-12
52.084,11659,-13
52.084,11660,-14
52.111,11661,-16
52.111,11662,-18
52.111,11663,-19
52.111,11664,-20
52.134,11665,-19
52.134,11666,-19
52.134,11667,-18
52.134,11668,-17
52.149,11669,-14
52.149,11670,-12
52.149,11671,-7
52.149,11672,-4
52.149,11673,0
52.170,11674,2
52.170,11675,4
52.170,11676,7
52.170,11677,8
52.170,11678,11
52.170,11679,12
52.194,11680,13
52.194,11681,15
52.194,11682,15
52.194,11683,17
52.194,11684,17
52.214,11685,17
52.214,11686,18
52.214,11687,18
52.214,11688,19
52.214,11689,18
52.234,11690,17
52.234,11691,18
52.234,11692,17
52.234,11693,18
52.234,11694,16
52.253,11695,15
52.253,11696,14
52.253,11697,12
52.253,11698,13
52.253,11699,12
52.269,11700,11
52.270,11701,12
52.270,11702,11
52.270,11703,12
52.270,11704,14
52.290,11705,17
52.290,11706,22
52.290,11707,26
52.290,11708,31
52.290,11709,35
52.314,11710,39
52.314,11711,47
52.314,11712,53
52.314,11713,63
52.314,11714,70
52.339,11715,77
52.339,11716,83
52.339,11717,86
52.339,11718,90
52.339,11719,89
52.361,11720,86
52.361,11721,82
52.361,11722,73
52.361,11723,64
52.361,11724,54
52.379,11725,42
52.379,11726,32
52.379,11727,21
52.379,11728,12
52.379,11729,3
52.400,11730,-4
52.400,11731,-9
52.400,11732,-15
52.400,11733,-19
52.420,11734,-25
52.420,11735,-29
52.420,11736,-33
52.420,11737,-36
52.440,11738,-38
52.440,11739,-41
52.440,11740,-46
52.440,11741,-54
52.460,11742,-63
52.460,11743,-71
52.460,11744,-73
52.460,11745,-56
52.480,11746,-17
52.480,11747,23
52.480,11748,44
52.480,11749,28
52.480,11750,-25
52.500,11751,-97
52.500,11752,-157
52.500,11753,-196
52.520,11754,-211
52.520,11755,-208
52.520,11756,-196
52.520,11757,-181
52.542,11758,-171
52.542,11759,-160
52.542,11760,-152
52.574,11761,-142
52.574,11762,-134
52.574,11763,-126
52.589,11764,-118
52.589,11765,-110
52.589,11766,-102
52.589,11767,-92
52.615,11768,-85
52.615,11769,-77
52.615,11770,-70
52.615,11771,-64
52.633,11772,-57
52.633,11773,-50
52.633,11774,-44
52.633,11775,-38
52.650,11776,-34
52.650,11777,-28
52.650,11778,-24
52.650,11779,-20
52.675,11780,-15
52.675,11781,-13
52.675,11782,-9
52.675,11783,-7
52.689,11784,-3
52.689,11785,0
52.689,11786,2
52.689,11787,5
52.689,11788,7
52.689,11789,10
52.710,11790,12
52.710,11791,15
52.710,11792,17
52.710,11793,19
52.710,11794,20
52.731,11795,22
52.731,11796,23
52.731,11797,23
52.731,11798,22
52.731,11799,21
52.749,11800,21
52.750,11801,19
52.750,11802,18
52.750,11803,15
52.750,11804,13
52.781,11805,12
52.781,11806,10
52.781,11807,7
52.781,11808,5
52.781,11809,3
52.781,11810,1
52.781,11811,0
52.802,11812,-1
52.802,11813,-3
52.802,11814,-6
52.802,11815,-8
52.802,11816,-9
52.822,11817,-10
52.822,11818,-10
52.822,11819,-10
52.822,11820,-10
52.842,11821,-10
52.842,11822,-10
52.842,11823,-10
52.842,11824,-9
52.860,11825,-8
52.860,11826,-6
52.860,11827,-4
52.860,11828,-3
52.860,11829,-2
52.881,11830,0
52.882,11831,1
52.882,11832,4
52.882,11833,6
52.882,11834,8
52.882,11835,10
52.900,11836,11
52.900,11837,12
52.900,11838,13
52.900,11839,14
52.900,11840,15
52.920,11841,16
52.920,11842,18
52.920,11843,19
52.920,11844,19
52.920,11845,19
52.941,11846,18
52.941,11847,16
52.941,11848,15
52.941,11849,15
52.941,11850,15
52.962,11851,14
52.962,11852,13
52.962,11853,11
52.962,11854,9
52.962,11855,8
52.962,11856,8
52.987,11857,9
52.987,11858,11
52.987,11859,14
52.987,11860,18
52.987,11861,21
53.010,11862,24
53.010,11863,26
53.010,11864,30
53.010,11865,36
53.010,11866,43
53.034,11867,51
53.034,11868,59
53.034,11869,65
53.034,11870,70
53.034,11871,74
53.051,11872,76
53.051,11873,75
53.052,11874,72
53.052,11875,66
53.052,11876,58
53.070,11877,49
53.070,11878,40
53.070,11879,30
53.070,11880,20
53.070,11881,9
53.070,11882,0
53.095,11883,-7
53.095,11884,-14
53.095,11885,-20
53.095,11886,-25
53.120,11887,-29
53.120,11888,-33
53.120,11889,-36
53.120,11890,-39
53.129,11891,-42
53.129,11892,-44
53.129,11893,-46
53.129,11894,-47
53.149,11895,-53
53.149,11896,-55
53.149,11897,-51
53.149,11898,-26
53.169,11899,21
53.169,11900,81
53.170,11901,150
53.170,11902,210
53.192,11903,263
53.192,11904,303
53.192,11905,314
53.192,11906,293
53.213,11907,236
53.213,11908,184
53.213,11909,128
53.213,11910,102
53.243,11911,78
53.243,11912,57
53.243,11913,36
53.243,11914,17
53.243,11915,5
53.243,11916,-5
53.262,11917,-11
53.262,11918,-18
53.262,11919,-23
53.262,11920,-25
53.280,11921,-27
53.280,11922,-28
53.280,11923,-30
53.280,11924,-32
53.301,11925,-31
53.301,11926,-30
53.301,11927,-28
53.301,11928,-29
53.321,11929,-29
53.321,11930,-29
53.321,11931,-28
53.321,11932,-26
53.343,11933,-24
53.343,11934,-22
53.343,11935,-18
53.343,11936,-15
53.365,11937,-12
53.365,11938,-8
53.365,11939,-7
53.365,11940,-5
53.379,11941,-2
53.379,11942,0
53.379,11943,2
53.379,11944,4
53.379,11945,6
53.379,11946,10
53.400,11947,11
53.400,11948,13
53.400,11949,14
53.400,11950,14
53.400,11951,17
53.424,11952,18
53.424,11953,20
53.424,11954,22
53.424,11955,23
53.424,11956,25
53.443,11957,26
53.443,11958,27
53.443,11959,26
53.443,11960,25
53.443,11961,26
53.470,11962,25
53.470,11963,25
53.470,11964,24
53.470,11965,22
53.470,11966,22
53.489,11967,20
53.489,11968,19
53.489,11969,16
53.489,11970,14
53.489,11971,14
53.510,11972,12
53.510,11973,11
53.510,11974,9
53.510,11975,8
53.510,11976,9
53.510,11977,9
53.532,11978,12
53.532,11979,13
53.532,11980,13
53.533,11981,14
53.533,11982,13
53.549,11983,14
53.549,11984,15
53.549,11985,16
53.549,11986,18
53.549,11987,18
53.574,11988,20
53.574,11989,20
53.574,11990,20
53.575,11991,22
53.575,11992,21
53.591,11993,23
53.591,11994,24
53.591,11995,25
53.591,11996,27
53.591,11997,26
53.612,11998,27
53.613,11999,27
53.613,12000,26
53.613,12001,26
53.613,12002,23
53.632,12003,23
53.632,12004,21
53.632,12005,20
53.632,12006,20
53.632,12007,17
53.650,12008,17
53.650,12009,15
53.650,12010,14
53.650,12011,13
53.650,12012,11
53.683,12013,10
53.683,12014,9
53.683,12015,8
53.683,12016,7
53.683,12017,5
53.683,12018,5
53.683,12019,4
53.700,12020,4
53.700,12021,3
53.700,12022,3
53.700,12023,2
53.700,12024,2
53.700,12025,1
53.700,12026,0
53.721,12027,0
53.721,12028,0
53.721,12029,0
53.721,12030,0
53.721,12031,1
53.721,12032,3
53.750,12033,6
53.750,12034,10
53.750,12035,14
53.750,12036,18
53.750,12037,22
53.760,12038,27
53.760,12039,33
53.760,12040,41
53.760,12041,49
53.760,12042,56
53.783,12043,62
53.783,12044,67
53.783,12045,70
53.783,12046,72
53.783,12047,71
53.799,12048,69
53.799,12049,64
53.799,12050,56
53.799,12051,47
53.799,12052,37
53.820,12053,26
53.820,12054,17
53.820,12055,8
53.820,12056,0
53.820,12057,-6
53.820,12058,-13
53.845,12059,-19
53.845,12060,-24
53.845,12061,-28
53.845,12062,-32
53.859,12063,-35
53.859,12064,-38
53.859,12065,-41
53.859,12066,-43
53.879,12067,-46
53.879,12068,-49
53.879,12069,-54
53.879,12070,-61
53.912,12071,-71
53.912,12072,-80
53.912,12073,-83
53.912,12074,-70
53.932,12075,-31
53.932,12076,22
53.932,12077,89
53.932,12078,155
53.950,12079,213
53.951,12080,263
53.951,12081,235
53.951,12082,210
53.971,12083,120
53.972,12084,51
53.972,12085,2
53.972,12086,-25
53.972,12087,-41
53.991,12088,-49
53.991,12089,-55
53.991,12090,-63
53.991,12091,-70
54.013,12092,-75
54.013,12093,-79
54.013,12094,-81
54.013,12095,-80
54.031,12096,-79
54.031,12097,-77
54.031,12098,-75
54.032,12099,-74
54.052,12100,-73
54.052,12101,-70
54.052,12102,-68
54.052,12103,-65
54.070,12104,-64
54.070,12105,-62
54.070,12106,-59
54.070,12107,-56
54.089,12108,-53
54.089,12109,-50
54.089,12110,-48
54.090,12111,-43
54.114,12112,-40
54.114,12113,-35
54.114,12114,-32
54.114,12115,-30
54.145,12116,-25
54.145,12117,-22
54.145,12118,-18
54.145,12119,-16
54.160,12120,-13
54.160,12121,-11
54.160,12122,-9
54.160,12123,-7
54.181,12124,-6
54.182,12125,-5
54.182,12126,-4
54.182,12127,-4
54.182,12128,-3
54.200,12129,-2
54.200,12130,-1
54.200,12131,0
54.200,12132,0
54.200,12133,0
54.200,12134,-1
54.220,12135,-2
54.220,12136,-3
54.220,12137,-4
54.220,12138,-4
54.220,12139,-5
54.242,12140,-4
54.242,12141,-6
54.242,12142,-6
54.242,12143,-7
54.242,12144,-9
54.267,12145,-8
54.267,12146,-9
54.267,12147,-9
54.267,12148,-10
54.279,12149,-11
54.279,12150,-11
54.279,12151,-10
54.279,12152,-8
54.279,12153,-7
54.302,12154,-5
54.302,12155,-5
54.302,12156,-4
54.302,12157,-4
54.302,12158,-4
54.324,12159,-1
54.324,12160,-1
54.324,12161,0
54.324,12162,0
54.324,12163,1
54.324,12164,2
54.351,12165,2
54.351,12166,3
54.351,12167,3
54.351,12168,3
54.351,12169,4
54.351,12170,5
54.351,12171,6
54.370,12172,6
54.371,12173,6
54.371,12174,7
54.371,12175,7
54.371,12176,8
54.371,12177,9
54.391,12178,10
54.391,12179,12
54.391,12180,13
54.391,12181,14
54.391,12182,15
54.410,12183,15
54.410,12184,15
54.410,12185,12
54.410,12186,8
54.410,12187,3
54.410,12188,-2
54.430,12189,-6
54.430,12190,-11
54.430,12191,-14
54.430,12192,-17
54.450,12193,-20
54.450,12194,-21
54.450,12195,-24
54.450,12196,-25
54.472,12197,-27
54.472,12198,-29
54.472,12199,-29
54.472,12200,-31
54.492,12201,-32
54.492,12202,-33
54.492,12203,-34
54.492,12204,-35
54.510,12205,-36
54.510,12206,-36
54.510,12207,-36
54.510,12208,-34
54.530,12209,-30
54.530,12210,-26
54.530,12211,-21
54.530,12212,-16
54.552,12213,-12
54.553,12214,-4
54.553,12215,2
54.553,12216,14
54.553,12217,24
54.579,12218,33
54.579,12219,40
54.579,12220,45
54.579,12221,47
54.579,12222,48
54.599,12223,46
54.599,12224,42
54.599,12225,36
54.599,12226,29
54.599,12227,21
54.623,12228,13
54.623,12229,4
54.623,12230,-4
54.623,12231,-11
54.623,12232,-18
54.643,12233,-23
54.643,12234,-28
54.643,12235,-32
54.643,12236,-37
54.659,12237,-40
54.659,12238,-43
54.659,12239,-45
54.659,12240,-47
54.684,12241,-49
54.684,12242,-52
54.684,12243,-45
54.684,12244,-24
54.704,12245,20
54.704,12246,77
54.704,12247,145
54.704,12248,205
54.720,12249,257
54.720,12250,301
54.720,12251,319
54.720,12252,305
54.744,12253,254
54.744,12254,176
54.744,12255,89
54.744,12256,11
54.761,12257,-36
54.761,12258,-67
54.761,12259,-74
54.761,12260,-77
54.780,12261,-79
54.780,12262,-83
54.780,12263,-86
54.780,12264,-87
54.810,12265,-87
54.810,12266,-85
54.810,12267,-82
54.810,12268,-81
54.835,12269,-79
54.835,12270,-76
54.835,12271,-73
54.835,12272,-68
54.852,12273,-64
54.852,12274,-61
54.852,12275,-57
54.852,12276,-53
54.872,12277,-49
54.872,12278,-45
54.872,12279,-41
54.872,12280,-37
54.890,12281,-33
54.890,12282,-30
54.890,12283,-27
54.890,12284,-24
54.911,12285,-21
54.911,12286,-18
54.911,12287,-15
54.911,12288,-12
54.911,12289,-9
54.932,12290,-5
54.932,12291,-2
54.932,12292,0
54.932,12293,2
54.932,12294,3
54.932,12295,3
54.950,12296,4
54.950,12297,5
54.950,12298,6
54.950,12299,7
54.950,12300,8
54.950,12301,9
54.973,12302,10
54.973,12303,11
54.973,12304,11
54.973,12305,11
54.973,12306,10
54.992,12307,10
54.992,12308,9
54.992,12309,7
54.992,12310,7
54.992,12311,6
54.992,12312,4
54.992,12313,3
55.020,12314,1
55.020,12315,0
55.020,12316,-2
55.020,12317,-3
55.020,12318,-6
55.045,12319,-8
55.045,12320,-9
55.045,12321,-10
55.045,12322,-11
55.060,12323,-11
55.060,12324,-11
55.060,12325,-10
55.060,12326,-9
55.060,12327,-7
55.082,12328,-5
55.082,12329,-4
55.082,12330,-3
55.082,12331,-2
55.082,12332,-1
55.104,12333,0
55.104,12334,1
55.104,12335,2
55.104,12336,3
55.104,12337,4
55.104,12338,5
55.104,12339,7
55.119,12340,8
55.119,12341,10
55.119,12342,12
55.119,12343,14
55.119,12344,15
55.142,12345,15
55.142,12346,16
55.142,12347,16
55.142,12348,16
55.142,12349,16
55.165,12350,16
55.165,12351,15
55.165,12352,16
55.165,12353,15
55.165,12354,14
55.180,12355,14
55.180,12356,14
55.180,12357,15
55.180,12358,16
55.180,12359,16
55.202,12360,15
55.202,12361,15
55.202,12362,15
55.202,12363,15
55.202,12364,14
55.225,12365,13
55.225,12366,13
55.225,12367,13
55.225,12368,13
55.225,12369,13
55.250,12370,12
55.250,12371,11
55.250,12372,11
55.250,12373,10
55.250,12374,10
55.273,12375,10
55.273,12376,9
55.273,12377,9
55.273,12378,9
55.273,12379,9
55.273,12380,9
55.290,12381,9
55.290,12382,9
55.290,12383,9
55.290,12384,9
55.290,12385,9
55.290,12386,9
55.290,12387,9
55.310,12388,9
55.310,12389,8
55.310,12390,9
55.310,12391,9
55.310,12392,10
55.310,12393,12
55.331,12394,15
55.331,12395,19
55.331,12396,24
55.331,12397,28
55.331,12398,32
55.351,12399,36
55.351,12400,41
55.351,12401,48
55.351,12402,55
55.351,12403,63
55.370,12404,71
55.370,12405,78
55.370,12406,83
55.370,12407,87
55.370,12408,88
55.392,12409,88
55.392,12410,85
55.392,12411,79
55.392,12412,72
55.392,12413,63
55.410,12414,53
55.410,12415,44
55.410,12416,34
55.410,12417,25
55.410,12418,17
55.434,12419,10
55.434,12420,4
55.435,12421,-1
55.435,12422,-6
55.435,12423,-10
55.452,12424,-14
55.452,12425,-17
55.452,12426,-20
55.452,12427,-22
55.482,12428,-24
55.482,12429,-27
55.482,12430,-29
55.482,12431,-33
55.501,12432,-40
55.501,12433,-50
55.501,12434,-61
55.501,12435,-67
55.523,12436,-61
55.523,12437,-30
55.523,12438,18
55.523,12439,81
55.540,12440,148
55.540,12441,206
55.540,12442,257
55.540,12443,300
55.560,12444,314
55.560,12445,276
55.560,12446,230
55.560,12447,152
55.584,12448,100
55.584,12449,69
55.584,12450,47
55.584,12451,30
55.584,12452,14
55.604,12453,-1
55.604,12454,-14
55.604,12455,-23
55.604,12456,-30
55.624,12457,-35
55.624,12458,-39
55.624,12459,-41
55.624,12460,-43
55.645,12461,-43
55.645,12462,-44
55.645,12463,-45
55.645,12464,-46
55.664,12465,-46
55.664,12466,-46
55.664,12467,-45
55.664,12468,-43
55.695,12469,-42
55.695,12470,-41
55.695,12471,-40
55.695,12472,-38
55.709,12473,-37
55.709,12474,-35
55.709,12475,-33
55.709,12476,-30
55.730,12477,-27
55.730,12478,-25
55.730,12479,-23
55.730,12480,-20
55.750,12481,-18
55.750,12482,-16
55.750,12483,-14
55.750,12484,-12
55.769,12485,-11
55.769,12486,-9
55.769,12487,-8
55.769,12488,-7
55.769,12489,-7
55.790,12490,-7
55.790,12491,-7
55.790,12492,-6
55.790,12493,-5
55.790,12494,-4
55.811,12495,-4
55.811,12496,-3
55.811,12497,-2
55.811,12498,-1
55.811,12499,-2
55.830,12500,-3
55.830,12501,-4
55.830,12502,-5
55.830,12503,-6
55.830,12504,-8
55.850,12505,-10
55.850,12506,-12
55.850,12507,-14
55.850,12508,-16
55.872,12509,-17
55.872,12510,-18
55.872,12511,-18
55.872,12512,-18
55.890,12513,-19
55.890,12514,-18
55.890,12515,-18
55.890,12516,-18
55.920,12517,-17
55.920,12518,-17
55.920,12519,-16
55.920,12520,-15
55.946,12521,-13
55.946,12522,-10
55.946,12523,-8
55.946,12524,-7
55.946,12525,-6
55.959,12526,-5
55.959,12527,-4
55.959,12528,-3
55.959,12529,-1
55.959,12530,0
55.984,12531,0
55.984,12532,-1
55.984,12533,-3
55.984,12534,-4
55.984,12535,-5
56.004,12536,-5
56.004,12537,-6
56.004,12538,-6
56.004,12539,-7
56.004,12540,-8
56.020,12541,-8
56.020,12542,-9
56.020,12543,-10
56.020,12544,-10
56.040,12545,-10
56.040,12546,-10
56.040,12547,-10
56.040,12548,-11
56.061,12549,-11
56.061,12550,-11
56.061,12551,-11
56.061,12552,-12
56.079,12553,-12
56.079,12554,-13
56.079,12555,-13
56.079,12556,-13
56.100,12557,-11
56.100,12558,-11
56.100,12559,-10
56.100,12560,-11
56.131,12561,-11
56.131,12562,-12
56.131,12563,-13
56.131,12564,-13
56.153,12565,-13
56.153,12566,-12
56.153,12567,-11
56.153,12568,-10
56.153,12569,-9
56.170,12570,-9
56.170,12571,-9
56.170,12572,-8
56.170,12573,-7
56.170,12574,-7
56.195,12575,-6
56.195,12576,-5
56.195,12577,-5
56.195,12578,-4
56.195,12579,-4
56.210,12580,-3
56.210,12581,-2
56.210,12582,0
56.210,12583,3
56.210,12584,7
56.232,12585,11
56.232,12586,15
56.232,12587,19
56.232,12588,25
56.232,12589,31
56.253,12590,40
56.253,12591,49
56.253,12592,57
56.253,12593,64
56.253,12594,69
56.271,12595,72
56.271,12596,73
56.271,12597,71
56.271,12598,66
56.271,12599,60
56.290,12600,54
56.290,12601,46
56.290,12602,38
56.290,12603,28
56.290,12604,19
56.314,12605,10
56.314,12606,3
56.314,12607,-3
56.314,12608,-9
56.314,12609,-14
56.342,12610,-19
56.342,12611,-24
56.342,12612,-27
56.342,12613,-31
56.350,12614,-34
56.350,12615,-37
56.350,12616,-39
56.350,12617,-42
56.382,12618,-45
56.382,12619,-51
56.382,12620,-61
56.382,12621,-72
56.402,12622,-80
56.402,12623,-43
56.402,12624,-6
56.402,12625,71
56.402,12626,138
56.421,12627,198
56.421,12628,240
56.421,12629,248
56.421,12630,214
56.440,12631,164
56.440,12632,98
56.440,12633,56
56.440,12634,30
56.460,12635,13
56.460,12636,0
56.460,12637,-12
56.460,12638,-25
56.460,12639,-35
56.480,12640,-42
56.480,12641,-47
56.480,12642,-50
56.480,12643,-52
56.502,12644,-53
56.502,12645,-54
56.502,12646,-54
56.502,12647,-54
56.519,12648,-53
56.519,12649,-52
56.519,12650,-51
56.520,12651,-49
56.541,12652,-47
56.541,12653,-45
56.541,12654,-43
56.541,12655,-42
56.560,12656,-40
56.560,12657,-38
56.560,12658,-36
56.560,12659,-33
56.593,12660,-31
56.593,12661,-29
56.593,12662,-27
56.593,12663,-25
56.614,12664,-22
56.614,12665,-20
56.614,12666,-19
56.614,12667,-18
56.630,12668,-17
56.630,12669,-15
56.630,12670,-13
56.630,12671,-11
56.650,12672,-10
56.650,12673,-9
56.650,12674,-9
56.650,12675,-9
56.673,12676,-10
56.673,12677,-10
56.673,12678,-9
56.673,12679,-9
56.673,12680,-8
56.689,12681,-8
56.689,12682,-8
56.689,12683,-8
56.689,12684,-9
56.689,12685,-9
56.710,12686,-11
56.710,12687,-13
56.710,12688,-16
56.710,12689,-18
56.731,12690,-19
56.731,12691,-20
56.731,12692,-22
56.731,12693,-23
56.762,12694,-25
56.762,12695,-25
56.762,12696,-25
56.762,12697,-25
56.769,12698,-25
56.769,12699,-24
56.769,12700,-24
56.769,12701,-23
56.791,12702,-21
56.791,12703,-20
56.791,12704,-19
56.791,12705,-17
56.820,12706,-16
56.820,12707,-14
56.820,12708,-12
56.820,12709,-10
56.844,12710,-7
56.844,12711,-6
56.844,12712,-5
56.844,12713,-5
56.844,12714,-6
56.860,12715,-7
56.860,12716,-8
56.860,12717,-8
56.860,12718,-8
56.860,12719,-8
56.880,12720,-8
56.880,12721,-9
56.880,12722,-9
56.880,12723,-10
56.880,12724,-10
56.900,12725,-9
56.900,12726,-10
56.900,12727,-12
56.900,12728,-13
56.922,12729,-13
56.922,12730,-13
56.923,12731,-13
56.923,12732,-14
56.943,12733,-15
56.944,12734,-17
56.944,12735,-18
56.944,12736,-19
56.962,12737,-19
56.962,12738,-20
56.962,12739,-20
56.962,12740,-20
56.981,12741,-20
56.981,12742,-20
56.981,12743,-20
56.981,12744,-20
57.001,12745,-20
57.001,12746,-20
57.001,12747,-20
57.001,12748,-20
57.020,12749,-20
57.020,12750,-19
57.020,12751,-18
57.020,12752,-18
57.050,12753,-18
57.050,12754,-18
57.050,12755,-19
